11.496	136.400	0.065	131.910	0.190			
11.516	136.600	0.065	132.110	0.190			
11.726	136.800	0.064	132.300	0.190			
11.836	136.900	0.063	132.400	0.100			
11.896	137.100	0.063	132.590	0.190			
11.946	137.300	0.063	132.790	0.190			
12.066	137.500	0.062	132.980	0.190			
12.206	137.700	0.061	133.170	0.190			
12.256	137.800	0.061	133.270	0.100			
12.306	138.000	0.061	133.460	0.190			
12.506	138.200	0.060	133.660	0.190			
12.576	138.400	0.060	133.850	0.190			
12.626	138.600	0.059	134.040	0.190			
12.806	138.700	0.059	134.140	0.100			
12.886	138.900	0.058	134.330	0.190			
13.016	139.100	0.058	134.530	0.190			
13.066	139.300	0.057	134.720	0.190			
13.246	139.400	0.057	134.820	0.100			
13.326	139.600	0.056	135.010	0.190			
13.546	139.900	0.055	135.300	0.290			
13.696	140.100	0.055	135.490	0.190			
13.866	140.500	0.054	135.880	0.390			
13.946	140.700	0.054	136.070	0.190			
14.146	140.800	0.053	136.170	0.100			
14.296	141.000	0.052	136.360	0.190			
14.506	141.300	0.052	136.650	0.290			
14.616	141.500	0.051	136.850	0.190			
14.686	141.700	0.051	137.040	0.190			
14.876	141.900	0.050	137.230	0.190			
15.066	142.000	0.050	137.330	0.100			
15.136	142.200	0.049	137.520	0.190			
15.276	142.400	0.049	137.720	0.190			
15.416	142.600	0.049	137.910	0.190			
15.446	142.700	0.049	138.010	0.100			
15.626	142.900	0.048	138.200	0.190			
15.806	143.000	0.047	138.300	0.100			
15.856	143.200	0.047	138.490	0.190			
16.076	143.400	0.047	138.680	0.190			
16.196	143.500	0.046	138.780	0.100			
16.286	143.700	0.046	138.970	0.190			
16.546	143.800	0.045	139.070	0.100			
16.736	143.900	0.045	139.170	0.100			
16.836	144.200	0.045	139.460	0.290			
17.086	144.300	0.044	139.560	0.100			
17.216	144.400	0.044	139.650	0.100			
17.386	144.400	0.043	139.650	0.000			
17.556	144.600	0.043	139.850	0.190			
17.766	144.600	0.042	139.850	0.000			
17.786	144.800	0.042	140.040	0.190			
17.966	144.900	0.042	140.140	0.100			
18.156	145.000	0.041	140.230	0.100			
18.386	145.100	0.041	140.330	0.100			
18.466	145.300	0.041	140.520	0.190			
18.696	145.300	0.040	140.520	0.000			
18.786	145.500	0.040	140.720	0.190			
18.906	145.600	0.040	140.810	0.100			
19.166	145.600	0.039	140.810	0.000			
19.406	145.800	0.039	141.010	0.190			
19.506	145.900	0.038	141.100	0.100			
19.806	146.100	0.038	141.300	0.190			
19.906	146.200	0.038	141.390	0.100			
20.006	146.400	0.037	141.590	0.190			
20.306	146.500	0.037	141.680	0.100			
20.406	146.600	0.037	141.780	0.100			
20.506	146.800	0.037	141.970	0.190			
20.806	146.900	0.036	142.070	0.100			
20.906	147.000	0.036	142.170	0.100			
21.206	147.100	0.035	142.260	0.100			
21.306	147.200	0.035	142.360	0.100			
21.606	147.200	0.035	142.360	0.000			
21.706	147.300	0.035	142.460	0.100			
21.906	147.300	0.034	142.460	0.000			
22.106	147.500	0.034	142.650	0.190			
22.306	147.600	0.034	142.750	0.100			
22.406	147.700	0.033	142.840	0.100			
22.706	147.700	0.033	142.840	0.000			
22.906	147.800	0.033	142.940	0.100			
23.106	147.800	0.032	142.940	0.000			
23.306	147.800	0.032	142.940	0.000			
23.506	147.900	0.032	143.040	0.100			
23.706	148.000	0.032	143.130	0.100			
23.906	148.000	0.031	143.130	0.000			
24.206	148.100	0.031	143.230	0.100			
24.406	148.200	0.031	143.330	0.100			
24.606	148.200	0.030	143.330	0.000			
24.706	148.300	0.030	143.420	0.100			
25.106	148.300	0.030	143.420	0.000			
25.206	148.300	0.030	143.420	0.000			
25.606	148.300	0.029	143.420	0.000			
25.706	148.400	0.029	143.520	0.100			
25.906	148.400	0.029	143.520	0.000			
26.006	148.600	0.029	143.710	0.190			
26.406	148.600	0.028	143.710	0.000			
26.506	148.700	0.028	143.810	0.100			
26.906	148.800	0.028	143.910	0.100			
27.006	148.900	0.028	144.000	0.100			
27.306	148.900	0.027	144.000	0.000			
27.506	148.900	0.027	144.000	0.000			
27.806	148.900	0.027	144.000	0.000			
28.106	148.900	0.027	144.000	0.000			
28.406	149.000	0.026	144.100	0.100			
28.606	149.100	0.026	144.200	0.100			
28.906	149.100	0.026	144.200	0.000			
29.106	149.100	0.026	144.200	0.000			
29.406	149.100	0.025	144.200	0.000			
29.606	149.300	0.025	144.390	0.190			
29.906	149.300	0.025	144.390	0.000			
30.106	149.300	0.025	144.390	0.000			
30.406	149.300	0.025	144.390	0.000			
30.606	149.400	0.024	144.490	0.100			
30.906	149.500	0.024	144.580	0.100			
31.106	149.700	0.024	144.780	0.190			
31.406	149.700	0.024	144.780	0.000			
31.706	149.700	0.024	144.780	0.000			
32.106	149.800	0.023	144.870	0.100			
32.406	149.800	0.023	144.870	0.000			
32.606	150.000	0.023	145.070	0.190			
32.906	150.000	0.023	145.070	0.000			
33.106	150.200	0.023	145.260	0.190			
33.406	150.200	0.022	145.260	0.000			
33.506	150.400	0.022	145.450	0.190			
33.906	150.400	0.022	145.450	0.000			
34.406	150.400	0.022	145.450	0.000			
34.506	150.600	0.022	145.650	0.190			
34.906	150.600	0.021	145.650	0.000			
35.106	150.800	0.021	145.840	0.190			
35.506	150.800	0.021	145.840	0.000			
35.706	150.900	0.021	145.940	0.100			
36.106	151.000	0.021	146.030	0.100			
36.306	151.200	0.021	146.230	0.190			
36.706	151.200	0.020	146.230	0.000			
37.006	151.300	0.020	146.320	0.100			
37.306	151.400	0.020	146.420	0.100			
37.606	151.600	0.020	146.620	0.190			
38.006	151.700	0.020	146.710	0.100			
38.306	151.800	0.020	146.810	0.100			
38.706	151.900	0.019	146.910	0.100			
38.906	152.000	0.019	147.000	0.100			
39.306	152.000	0.019	147.000	0.000			
39.606	152.200	0.019	147.200	0.190			
40.006	152.200	0.019	147.200	0.000			
40.306	152.300	0.019	147.290	0.100			
40.606	152.400	0.018	147.390	0.100			
41.106	152.500	0.018	147.490	0.100			
41.506	152.600	0.018	147.580	0.100			
41.706	152.700	0.018	147.680	0.100			
42.106	152.800	0.018	147.780	0.100			
42.206	152.900	0.018	147.870	0.100			
42.806	152.900	0.018	147.870	0.000			
43.106	153.000	0.017	147.970	0.100			
43.406	153.100	0.017	148.070	0.100			
43.906	153.100	0.017	148.070	0.000			
44.206	153.100	0.017	148.070	0.000			
44.506	153.200	0.017	148.160	0.100			
44.906	153.300	0.017	148.260	0.100			
45.306	153.300	0.017	148.260	0.000			
45.706	153.300	0.016	148.260	0.000			
46.106	153.400	0.016	148.360	0.100			
46.506	153.400	0.016	148.360	0.000			
46.906	153.400	0.016	148.360	0.000			
47.306	153.400	0.016	148.360	0.000			
47.606	153.500	0.016	148.450	0.100			
48.106	153.500	0.016	148.450	0.000			
48.606	153.500	0.015	148.450	0.000			
49.006	153.500	0.015	148.450	0.000			
49.306	153.500	0.015	148.450	0.000			
49.706	153.500	0.015	148.450	0.000			
50.006	153.500	0.015	148.450	0.000			
50.506	153.500	0.015	148.450	0.000			
51.006	153.500	0.015	148.450	0.000			
51.405	153.500	0.015	148.450	0.000			
51.705	153.500	0.014	148.450	0.000			
52.305	153.500	0.014	148.450	0.000			
52.605	153.500	0.014	148.450	0.000			
53.105	153.500	0.014	148.450	0.000			
53.605	153.500	0.014	148.450	0.000			
54.105	153.500	0.014	148.450	0.000			
54.505	153.500	0.014	148.450	0.000			
55.105	153.500	0.014	148.450	0.000			
55.605	153.500	0.013	148.450	0.000			
56.105	153.500	0.013	148.450	0.000			
56.505	153.500	0.013	148.450	0.000			
56.905	153.500	0.013	148.450	0.000			
57.505	153.500	0.013	148.450	0.000			
57.905	153.500	0.013	148.450	0.000			
58.305	153.500	0.013	148.450	0.000			
58.905	153.500	0.013	148.450	0.000			
59.405	153.500	0.013	148.450	0.000			
59.905	153.500	0.013	148.450	0.000			
60.505	153.500	0.012	148.450	0.000			
61.205	153.500	0.012	148.450	0.000			
61.705	153.500	0.012	148.450	0.000			
62.305	153.500	0.012	148.450	0.000			
62.905	153.500	0.012	148.450	0.000			
63.605	153.500	0.012	148.450	0.000			
64.205	153.500	0.012	148.450	0.000			
64.905	153.500	0.012	148.450	0.000			
65.605	153.500	0.011	148.450	0.000			
66.205	153.500	0.011	148.450	0.000			
66.705	153.500	0.011	148.450	0.000			
67.505	153.500	0.011	148.450	0.000			
68.305	153.500	0.011	148.450	0.000			
69.105	153.500	0.011	148.450	0.000			
69.905	153.500	0.011	148.450	0.000			
70.705	153.500	0.011	148.450	0.000			
71.405	153.500	0.010	148.450	0.000			
72.605	153.500	0.010	148.450	0.000			
73.505	153.500	0.010	148.450	0.000			
74.505	153.500	0.010	148.450	0.000			
75.305	153.500	0.010	148.450	0.000			
76.505	153.500	0.010	148.450	0.000			
77.605	153.500	0.010	148.450	0.000			
78.905	153.500	0.009	148.450	0.000			
80.305	153.500	0.009	148.450	0.000			
81.605	153.500	0.009	148.450	0.000			
83.005	153.500	0.009	148.450	0.000			
84.705	153.500	0.009	148.450	0.000			
86.005	153.500	0.009	148.450	0.000			
87.905	153.500	0.009	148.450	0.000			
89.705	153.500	0.008	148.450	0.000			
91.605	153.500	0.008	148.450	0.000			
94.105	153.500	0.008	148.450	0.000			
96.905	153.500	0.008	148.450	0.000			
100.105	153.500	0.007	148.450	0.000			
103.005	153.500	0.007	148.450	0.000			
106.905	153.500	0.007	148.450	0.000			
112.105	153.500	0.007	148.450	0.000			
118.105	153.500	0.006	148.450	0.000			
125.705	153.500	0.006	148.450	0.000			
138.205	153.500	0.005	148.450	0.000			
160.205	153.500	0.005	148.450	0.000			
194.905	153.500	0.004	148.450	0.000			
