Instrument type : Porosimeter 2000							
0.174	43.400	4.303	39.350	0.090			
0.176	43.500	4.266	39.440	0.090			
0.178	43.600	4.218	39.530	0.090			
0.181	43.700	4.148	39.620	0.090			
0.182	43.800	4.117	39.710	0.090			
0.184	43.900	4.079	39.800	0.090			
0.185	44.000	4.041	39.890	0.090			
0.186	44.100	4.035	39.980	0.090			
0.190	44.200	3.952	40.070	0.090			
0.191	44.300	3.915	40.160	0.090			
0.192	44.400	3.900	40.250	0.090			
0.194	44.500	3.870	40.340	0.090			
0.196	44.600	3.829	40.440	0.090			
0.199	44.700	3.775	40.530	0.090			
0.200	44.800	3.746	40.620	0.090			
0.202	44.900	3.713	40.710	0.090			
0.204	45.000	3.680	40.800	0.090			
0.205	45.100	3.657	40.890	0.090			
0.207	45.200	3.620	40.980	0.090			
0.209	45.300	3.592	41.070	0.090			
0.212	45.400	3.531	41.160	0.090			
0.214	45.500	3.500	41.250	0.090			
0.216	45.600	3.468	41.340	0.090			
0.218	45.700	3.439	41.430	0.090			
0.220	45.800	3.414	41.520	0.090			
0.223	45.900	3.357	41.610	0.090			
0.225	46.000	3.329	41.700	0.090			
0.228	46.100	3.292	41.800	0.090			
0.228	46.100	3.288	41.800	0.000			
0.230	46.200	3.262	41.890	0.090			
0.233	46.300	3.215	41.980	0.090			
0.235	46.400	3.185	42.070	0.090			
0.238	46.500	3.153	42.160	0.090			
0.239	46.600	3.130	42.250	0.090			
0.244	46.700	3.071	42.340	0.090			
0.246	46.800	3.041	42.430	0.090			
0.248	46.900	3.023	42.520	0.090			
0.250	47.000	2.999	42.610	0.090			
0.252	47.100	2.976	42.700	0.090			
0.254	47.200	2.950	42.790	0.090			
0.256	47.300	2.927	42.880	0.090			
0.258	47.400	2.907	42.970	0.090			
0.269	47.600	2.790	43.160	0.180			
0.279	48.200	2.690	43.700	0.540			
0.289	49.200	2.597	44.610	0.910			
0.298	49.600	2.510	44.970	0.360			
0.308	50.300	2.429	45.600	0.630			
0.318	50.700	2.353	45.970	0.360			
0.328	51.100	2.281	46.330	0.360			
0.338	51.700	2.214	46.870	0.540			
0.348	52.300	2.150	47.420	0.540			
0.358	52.900	2.090	47.960	0.540			
0.368	53.700	2.034	48.690	0.730			
0.378	54.500	1.980	49.410	0.730			
0.388	54.700	1.929	49.590	0.180			
0.408	55.500	1.835	50.320	0.730			
0.418	56.100	1.791	50.860	0.540			
0.428	56.500	1.749	51.220	0.360			
0.438	56.700	1.709	51.410	0.180			
0.448	56.900	1.671	51.590	0.180			
0.458	57.500	1.635	52.130	0.540			
0.468	58.500	1.600	53.040	0.910			
0.488	59.500	1.534	53.940	0.910			
0.498	59.700	1.504	54.130	0.180			
0.508	60.500	1.474	54.850	0.730			
0.518	60.700	1.446	55.030	0.180			
0.528	60.900	1.418	55.210	0.180			
0.538	61.500	1.392	55.760	0.540			
0.548	62.500	1.367	56.660	0.910			
0.568	62.900	1.318	57.030	0.360			
0.578	63.900	1.296	57.930	0.910			
0.588	64.300	1.274	58.300	0.360			
0.608	64.500	1.232	58.480	0.180			
0.628	65.200	1.193	59.110	0.630			
0.638	66.000	1.174	59.840	0.730			
0.658	66.800	1.138	60.560	0.730			
0.678	67.600	1.105	61.290	0.730			
0.698	68.000	1.073	61.650	0.360			
0.728	69.200	1.029	62.740	1.090			
0.738	70.600	1.015	64.010	1.270			
0.768	70.800	0.975	64.190	0.180			
0.788	72.200	0.951	65.460	1.270			
0.818	72.400	0.916	65.640	0.180			
0.828	73.200	0.905	66.360	0.730			
0.848	74.000	0.883	67.090	0.730			
0.888	75.000	0.844	68.000	0.910			
0.898	76.400	0.834	69.270	1.270			
0.938	76.800	0.799	69.630	0.360			
0.948	77.000	0.790	69.810	0.180			
0.958	77.200	0.782	69.990	0.180			
0.968	78.300	0.774	70.990	1.000			
1.008	78.700	0.743	71.350	0.360			
1.038	79.900	0.722	72.440	1.090			
1.078	81.100	0.695	73.530	1.090			
1.088	81.900	0.689	74.250	0.730			
1.118	82.100	0.670	74.430	0.180			
1.138	83.300	0.658	75.520	1.090			
1.168	84.700	0.642	76.790	1.270			
1.198	85.300	0.625	77.330	0.540			
1.218	85.500	0.615	77.520	0.180			
1.248	86.700	0.600	78.600	1.090			
1.258	87.300	0.596	79.150	0.540			
1.318	88.700	0.569	80.420	1.270			
1.338	89.900	0.560	81.500	1.090			
1.388	90.500	0.540	82.050	0.540			
1.398	90.700	0.536	82.230	0.180			
1.418	90.900	0.528	82.410	0.180			
1.428	92.100	0.525	83.500	1.090			
1.448	93.500	0.518	84.770	1.270			
1.498	93.900	0.500	85.130	0.360			
1.518	94.100	0.494	85.310	0.180			
1.528	94.500	0.490	85.680	0.360			
1.538	95.700	0.487	86.760	1.090			
1.588	96.300	0.472	87.310	0.540			
1.628	97.700	0.460	88.580	1.270			
1.688	98.900	0.444	89.660	1.090			
1.708	99.700	0.439	90.390	0.730			
1.738	99.900	0.431	90.570	0.180			
1.748	100.500	0.429	91.120	0.540			
1.767	101.300	0.424	91.840	0.730			
1.797	102.600	0.417	93.020	1.180			
1.847	103.000	0.406	93.380	0.360			
1.857	103.200	0.403	93.560	0.180			
1.867	103.400	0.401	93.740	0.180			
1.887	104.800	0.397	95.010	1.270			
1.907	105.200	0.393	95.380	0.360			
1.977	106.600	0.379	96.650	1.270			
2.017	107.800	0.371	97.730	1.090			
2.067	108.400	0.362	98.280	0.540			
2.087	108.800	0.359	98.640	0.360			
2.117	109.200	0.354	99.000	0.360			
2.127	109.400	0.352	99.180	0.180			
2.187	111.400	0.343	101.000	1.810			
2.207	111.800	0.339	101.360	0.360			
2.237	112.000	0.335	101.540	0.180			
2.247	112.400	0.333	101.900	0.360			
2.257	113.400	0.332	102.810	0.910			
2.307	113.800	0.325	103.170	0.360			
2.377	115.200	0.315	104.440	1.270			
2.427	116.200	0.309	105.350	0.910			
2.477	116.800	0.302	105.890	0.540			
2.497	117.200	0.300	106.260	0.360			
2.527	117.600	0.296	106.620	0.360			
2.567	119.600	0.292	108.430	1.810			
2.617	119.800	0.286	108.610	0.180			
2.637	119.900	0.284	108.700	0.090			
2.647	120.100	0.283	108.880	0.180			
2.657	120.300	0.282	109.070	0.180			
2.677	121.300	0.280	109.970	0.910			
2.737	121.700	0.274	110.340	0.360			
2.777	122.700	0.270	111.240	0.910			
2.877	124.300	0.260	112.690	1.450			
2.937	125.100	0.255	113.420	0.730			
2.947	125.300	0.254	113.600	0.180			
2.967	125.500	0.253	113.780	0.180			
3.007	126.700	0.249	114.870	1.090			
3.037	127.100	0.247	115.230	0.360			
3.077	127.300	0.243	115.410	0.180			
3.097	127.700	0.242	115.780	0.360			
3.107	127.900	0.241	115.960	0.180			
3.127	128.500	0.240	116.500	0.540			
3.157	129.300	0.237	117.230	0.730			
3.227	129.700	0.232	117.590	0.360			
3.277	130.900	0.229	118.680	1.090			
3.337	131.100	0.225	118.860	0.180			
3.367	131.900	0.223	119.580	0.730			
3.417	132.100	0.219	119.760	0.180			
3.427	132.300	0.219	119.950	0.180			
3.467	133.300	0.216	120.850	0.910			
3.497	134.100	0.214	121.580	0.730			
3.577	134.500	0.209	121.940	0.360			
3.617	135.300	0.207	122.670	0.730			
3.687	135.700	0.203	123.030	0.360			
3.707	135.900	0.202	123.210	0.180			
3.727	136.100	0.201	123.390	0.180			
3.787	138.100	0.198	125.200	1.810			
3.837	138.500	0.195	125.570	0.360			
3.917	139.200	0.191	126.200	0.630			
3.957	139.400	0.189	126.380	0.180			
3.977	139.600	0.188	126.560	0.180			
3.987	139.800	0.188	126.750	0.180			
4.047	140.400	0.185	127.290	0.540			
4.087	140.800	0.183	127.650	0.360			
4.157	141.400	0.180	128.200	0.540			
4.177	141.600	0.179	128.380	0.180			
4.187	141.800	0.179	128.560	0.180			
4.217	142.400	0.178	129.100	0.540			
4.257	143.000	0.176	129.650	0.540			
4.347	143.200	0.172	129.830	0.180			
4.437	144.000	0.169	130.550	0.730			
4.457	144.400	0.168	130.920	0.360			
4.487	144.600	0.167	131.100	0.180			
4.607	146.000	0.163	132.370	1.270			
4.637	146.200	0.162	132.550	0.180			
4.737	146.800	0.158	133.090	0.540			
4.777	147.000	0.157	133.270	0.180			
4.787	147.200	0.157	133.450	0.180			
4.857	148.000	0.154	134.180	0.730			
4.907	148.400	0.153	134.540	0.360			
4.997	149.000	0.150	135.090	0.540			
5.037	149.200	0.149	135.270	0.180			
5.077	149.400	0.148	135.450	0.180			
5.107	149.600	0.147	135.630	0.180			
5.147	150.000	0.146	135.990	0.360			
5.187	150.200	0.144	136.170	0.180			
5.267	150.700	0.142	136.630	0.450			
5.297	150.900	0.141	136.810	0.180			
5.317	151.300	0.141	137.170	0.360			
5.357	151.700	0.140	137.530	0.360			
5.447	151.900	0.138	137.720	0.180			
5.497	152.500	0.136	138.260	0.540			
5.576	152.700	0.134	138.440	0.180			
5.596	152.900	0.134	138.620	0.180			
5.646	153.100	0.133	138.800	0.180			
5.656	153.500	0.132	139.170	0.360			
5.726	153.700	0.131	139.350	0.180			
5.766	154.100	0.130	139.710	0.360			
5.866	154.300	0.128	139.890	0.180			
5.896	154.700	0.127	140.250	0.360			
5.976	155.100	0.125	140.620	0.360			
6.026	155.300	0.124	140.800	0.180			
6.056	155.900	0.124	141.340	0.540			
6.136	156.100	0.122	141.520	0.180			
6.186	156.300	0.121	141.700	0.180			
6.276	156.700	0.119	142.070	0.360			
6.316	156.900	0.119	142.250	0.180			
6.356	157.100	0.118	142.430	0.180			
6.386	157.700	0.117	142.970	0.540			
6.476	157.900	0.116	143.160	0.180			
6.516	158.300	0.115	143.520	0.360			
6.616	158.500	0.113	143.700	0.180			
6.646	158.700	0.113	143.880	0.180			
6.686	158.900	0.112	144.060	0.180			
6.746	159.300	0.111	144.420	0.360			
6.796	159.500	0.110	144.610	0.180			
