"";"APPEZZAMENTO";"LAV";"RIGA.CAMPO";"REPLICA";"COND";"SUBJECT";"Sample.Name";"Sample.quantity";"Stirrer.speed";"Ultrasonic.level";"HUMIDITY";"NOMI.RIGA";"d.1";"d.5";"d.9";"D..4..3....Volume.weighted.mean";"TIME";"X0.020000";"X0.022440";"X0.025179";"X0.028251";"X0.031698";"X0.035566";"X0.039905";"X0.044774";"X0.050238";"X0.056368";"X0.063246";"X0.070963";"X0.079621";"X0.089337";"X0.100237";"X0.112468";"X0.126191";"X0.141589";"X0.158866";"X0.178250";"X0.200000";"X0.224404";"X0.251785";"X0.282508";"X0.316979";"X0.355656";"X0.399052";"X0.447744";"X0.502377";"X0.563677";"X0.632456";"X0.709627";"X0.796214";"X0.893367";"X1.002374";"X1.124683";"X1.261915";"X1.415892";"X1.588656";"X1.782502";"X2.000000";"X2.244037";"X2.517851";"X2.825075";"X3.169786";"X3.556559";"X3.990525";"X4.477442";"X5.023773";"X5.636766";"X6.324555";"X7.096268";"X7.962143";"X8.933672";"X10.023745";"X11.246826";"X12.619147";"X14.158916";"X15.886565";"X17.825019";"X20.000000";"X22.440369";"X25.178508";"X28.250751";"X31.697864";"X35.565588";"X39.905246";"X44.774423";"X50.237729";"X56.367659";"X63.245553";"X70.962678";"X79.621434";"X89.336718";"X100.237447";"X112.468265";"X126.191469";"X141.589157";"X158.865647";"X178.250188";"X200.000000";"X224.403691";"X251.785082";"X282.507509";"X316.978638";"X355.655882";"X399.052463";"X447.744228";"X502.377286";"X563.676586";"X632.455532";"X709.626778";"X796.214341";"X893.367184";"X1002.374467";"X1124.682650";"X1261.914689";"X1415.891569";"X1588.656469";"X1782.501876";"X2000.000000"
"779";"CO9";"Fzo";"2";"m";"CO";"CO.Fzo.2.FALSE.wet";"24";300;500;FALSE;"wet";"263";5952;73266;594305;191315;11;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.039448;0.062883;0.077542;0.099187;0.121377;0.14523;0.171704;0.200074;0.230793;0.263972;0.299013;0.336785;0.375739;0.417033;0.459234;0.503037;0.5481;0.594277;0.642419;0.691135;0.742016;0.792898;0.845221;0.898155;0.952452;1.00908;1.067788;1.131185;1.197693;1.270433;1.348018;1.432166;1.522572;1.618223;1.720068;1.823708;1.931017;2.03599;2.139543;2.238164;2.331531;2.420401;2.504059;2.585924;2.662181;2.732227;2.786813;2.814863;2.800507;2.729062;2.585475;2.370922;2.08816;1.772614;1.457891;1.204069;1.065792;1.089248;1.295457;1.683017;2.181702;2.716087;3.158981;3.400169;3.357874;3.021118;2.423227;1.680514;0.886631;0.19811;0;0;0;0;0
"780";"CO9";"Fzo";"2";"m";"CO";"CO.Fzo.2.FALSE.wet";"24";300;500;FALSE;"wet";"264";5524;65430;592821;184262;12;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.041895;0.066712;0.082219;0.105122;0.128632;0.15393;0.182041;0.212215;0.244942;0.280353;0.317816;0.358263;0.400029;0.444332;0.489601;0.536527;0.584682;0.633854;0.684913;0.736402;0.790061;0.843706;0.898978;0.95512;1.013021;1.073755;1.137001;1.205409;1.277032;1.354904;1.437164;1.525333;1.618897;1.71683;1.820343;1.925434;2.034574;2.142204;2.249641;2.353233;2.452013;2.545507;2.631039;2.709633;2.775322;2.82534;2.84999;2.838573;2.77763;2.656578;2.463818;2.206482;1.889291;1.550682;1.223393;0.96588;0.829985;0.859913;1.075692;1.477112;1.99481;2.554587;3.027737;3.301476;3.289894;2.979741;2.403268;1.676022;0.90253;0.208942;0;0;0;0;0
"781";"CO9";"Fzo";"2";"m";"CO";"CO.Fzo.2.TRUE.wet";"24";300;500;TRUE;"wet";"265";3186;30103;166831;83938;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.061421;0.090591;0.127699;0.162277;0.203996;0.248967;0.298719;0.352721;0.411162;0.474162;0.540312;0.610929;0.682799;0.757694;0.832658;0.908637;0.984773;1.060715;1.137819;1.213977;1.291849;1.368376;1.446045;1.523876;1.603152;1.685289;1.769739;1.859895;1.953128;2.053407;2.158356;2.269964;2.387553;2.509577;2.636543;2.761254;2.882696;2.989482;3.076858;3.135514;3.160783;3.150046;3.105603;3.031279;2.938271;2.83278;2.725815;2.620195;2.514809;2.403314;2.270663;2.105962;1.890188;1.624529;1.306331;0.957624;0.610906;0.299921;0.07693;0.000889;0.026083;0.189514;0.456217;0.738877;0.958147;1.054602;0.994966;0.789956;0.502109;0.13811;0;0;0;0;0
"782";"CO9";"Fzo";"2";"m";"CO";"CO.Fzo.2.TRUE.wet";"24";300;500;TRUE;"wet";"266";2591;19238;95768;35671;2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04414;0.082903;0.111788;0.159961;0.210017;0.267153;0.333775;0.407289;0.488966;0.578665;0.674221;0.777338;0.882966;0.993261;1.103352;1.214113;1.32379;1.431484;1.538777;1.642477;1.745893;1.844669;1.94187;2.036318;2.13002;2.225321;2.322438;2.425904;2.532826;2.647077;2.764122;2.883512;3.001324;3.112979;3.215853;3.301817;3.367508;3.40338;3.403227;3.359648;3.2691;3.130565;2.953339;2.743128;2.523418;2.303476;2.10523;1.93695;1.803834;1.702655;1.618333;1.529638;1.41095;1.228036;0.963956;0.68336;0.161893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"783";"CO9";"Fzo";"2";"m";"CO";"CO.Fzo.2.TRUE.wet";"24";300;500;TRUE;"wet";"267";2381;17003;101002;35047;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.049641;0.079505;0.126565;0.171871;0.229582;0.294498;0.368888;0.451972;0.543985;0.644969;0.752362;0.86791;0.985831;1.108376;1.229985;1.35151;1.470912;1.587157;1.701872;1.811557;1.919539;2.021038;2.118986;2.212018;2.302127;2.391656;2.480997;2.57434;2.668902;2.767621;2.865655;2.961445;3.050317;3.127272;3.188549;3.227419;3.239564;3.218815;3.159626;3.058518;2.91516;2.73226;2.524204;2.300344;2.088235;1.899625;1.756425;1.66553;1.627604;1.631127;1.65279;1.654701;1.599735;1.438661;1.148438;0.797493;0.184316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"784";"CO9";"Fzo";"2";"m";"CO";"CO.Fzo.2.TRUE.wet";"24";300;500;TRUE;"wet";"268";2226;15128;92919;32867;4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.051113;0.083123;0.134913;0.18476;0.248483;0.320252;0.402499;0.494281;0.595755;0.70686;0.824684;0.951049;1.07957;1.212651;1.344221;1.47518;1.603287;1.727373;1.849047;1.96446;2.076935;2.181324;2.280528;2.373091;2.461053;2.546749;2.630593;2.716321;2.801012;2.886721;2.968389;3.043686;3.107626;3.15541;3.183296;3.18694;3.162798;3.108479;3.020139;2.897136;2.740202;2.552045;2.345473;2.126759;1.919331;1.731142;1.580995;1.474743;1.414696;1.394017;1.396358;1.39446;1.360083;1.253188;1.052222;0.802981;0.323711;0.095807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"785";"CO9";"Fzo";"2";"m";"CO";"CO.Fzo.2.TRUE.wet";"24";300;500;TRUE;"wet";"269";2142;14275;97795;32878;5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.052549;0.085962;0.140549;0.19311;0.2604;0.336239;0.423174;0.520184;0.627411;0.744767;0.869159;1.002493;1.138005;1.278182;1.416534;1.553858;1.68758;1.816226;1.941187;2.058335;2.170915;2.273753;2.369814;2.457806;2.539834;2.618143;2.693079;2.76774;2.839286;2.909029;2.9722;3.026251;3.066593;3.089175;3.090672;3.068679;3.020118;2.94494;2.840046;2.706151;2.544397;2.35771;2.15868;1.953719;1.765736;1.603567;1.485717;1.418572;1.403766;1.432123;1.484357;1.524572;1.517345;1.409867;1.174152;0.8651;0.270243;0.020247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"786";"CO9";"Fzo";"2";"m";"CO";"CO.Fzo.2.TRUE.wet";"24";300;500;TRUE;"wet";"270";2059;13223;91929;31487;6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.054129;0.088963;0.146337;0.201678;0.272694;0.3529;0.445013;0.547966;0.66192;0.786777;0.919218;1.061222;1.205503;1.354581;1.501381;1.646549;1.787139;1.921415;2.050669;2.170557;2.284339;2.386757;2.480818;2.565338;2.64253;2.714679;2.782231;2.84783;2.908579;2.964863;3.011683;3.045798;3.062532;3.058319;3.030205;2.978262;2.900644;2.801169;2.679179;2.538733;2.382749;2.214861;2.045558;1.87821;1.7284;1.599391;1.501831;1.437072;1.403799;1.394234;1.393835;1.380344;1.331767;1.216139;1.016892;0.778572;0.327559;0.107688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"787";"CO9";"Fzo";"2";"m";"CO";"CO.Fzo.2.TRUE.wet";"24";300;500;TRUE;"wet";"271";1997;12488;87833;30325;7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.055109;0.091089;0.150891;0.208637;0.28288;0.366848;0.463383;0.571356;0.690915;0.821926;0.960857;1.10972;1.260794;1.416608;1.569632;1.720403;1.86571;2.00365;2.135468;2.256727;2.370719;2.472185;2.564116;2.645327;2.717975;2.784209;2.844458;2.900972;2.951097;2.99484;3.027693;3.046583;3.047529;3.02787;2.985306;2.92124;2.834258;2.729143;2.605195;2.466088;2.313662;2.150136;1.984259;1.818134;1.666752;1.533648;1.430675;1.360774;1.324242;1.314412;1.317177;1.309616;1.268664;1.16137;0.970763;0.740168;0.302845;0.093299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"788";"CO9";"Fzo";"2";"m";"CO";"CO.Fzo.2.TRUE.wet";"24";300;500;TRUE;"wet";"272";1954;12004;85623;29641;8;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.055766;0.092548;0.154087;0.213603;0.290263;0.377102;0.47707;0.588997;0.713023;0.848978;0.993146;1.147534;1.304035;1.465145;1.622935;1.777832;1.926413;2.066667;2.199818;2.321391;2.434687;2.534478;2.623711;2.701196;2.76896;2.828878;2.881185;2.927546;2.965491;2.994633;3.011244;3.012819;2.996665;2.961671;2.906845;2.835171;2.745799;2.643821;2.528034;2.400895;2.26278;2.114444;1.962821;1.809137;1.666876;1.539132;1.437106;1.363814;1.320097;1.300587;1.292751;1.276122;1.228989;1.119373;0.929627;0.701201;0.267455;0.067606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"789";"CO9";"Fzo";"2";"m";"CO";"CO.Fzo.2.TRUE.wet";"24";300;500;TRUE;"wet";"273";1908;11523;86084;28982;9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.057185;0.095223;0.159173;0.220992;0.300635;0.39082;0.494573;0.610639;0.739124;0.87981;1.028822;1.188207;1.349579;1.515487;1.677734;1.8367;1.988775;2.131773;2.266761;2.389018;2.501645;2.599231;2.684545;2.756426;2.816972;2.868182;2.910718;2.946215;2.972891;2.990261;2.995282;2.985567;2.958745;2.913909;2.849921;2.769943;2.672692;2.563457;2.440878;2.307899;2.165548;2.015572;1.866101;1.719727;1.590573;1.482624;1.406379;1.363892;1.35336;1.364958;1.380827;1.3728;1.311;1.161838;0.906552;0.585209;0.126628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"790";"CO9";"Fzo";"2";"m";"CO";"CO.Fzo.2.TRUE.wet";"24";300;500;TRUE;"wet";"274";1885;11261;86161;28899;10;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.057539;0.095851;0.16036;0.222879;0.303574;0.395159;0.50077;0.619182;0.750554;0.8947;1.047648;1.21147;1.377467;1.548124;1.714805;1.877656;2.032695;2.177433;2.312724;2.433763;2.543636;2.637226;2.717519;2.783799;2.838484;2.883841;2.920847;2.951054;2.972742;2.98489;2.984097;2.967403;2.932148;2.877468;2.802418;2.711385;2.604018;2.487505;2.3618;2.231069;2.096658;1.960061;1.827859;1.701236;1.591209;1.499943;1.435069;1.396907;1.382329;1.38168;1.37847;1.349277;1.271363;1.118978;0.8822;0.612096;0.179553;0.007407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"791";"CO9";"Fzo";"2";"m";"CO";"CO.Fzo.2.TRUE.wet";"24";300;500;TRUE;"wet";"275";1857;11032;87447;29149;11;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.058341;0.097453;0.163569;0.227646;0.310385;0.404295;0.512564;0.633907;0.768448;0.915946;1.072284;1.239509;1.408661;1.582173;1.751146;1.915611;2.071422;2.216008;2.350198;2.469314;2.576523;2.666996;2.743764;2.806124;2.856208;2.895754;2.925255;2.945534;2.955102;2.952824;2.93659;2.904653;2.856297;2.792684;2.714595;2.627487;2.5312;2.431455;2.326315;2.216459;2.099854;1.974758;1.845152;1.711377;1.586043;1.47407;1.388447;1.335039;1.316353;1.32664;1.351122;1.361565;1.329636;1.21074;0.983136;0.707393;0.167976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"792";"CO9";"Fzo";"2";"m";"CO";"CO.Fzo.2.TRUE.wet";"24";300;500;TRUE;"wet";"276";1999;12150;89789;29066;12;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04866;0.081895;0.138923;0.194822;0.267616;0.351025;0.44809;0.557866;0.680713;0.816686;0.962246;1.119611;1.280628;1.4479;1.613108;1.776406;1.933758;2.082404;2.222927;2.349967;2.466404;2.566436;2.652796;2.724227;2.78286;2.830799;2.869138;2.900014;2.922578;2.937007;2.941055;2.932702;2.909612;2.870392;2.813115;2.739611;2.647783;2.542125;2.421673;2.290851;2.153591;2.015993;1.8911;1.787885;1.722226;1.700305;1.725286;1.787262;1.861656;1.909718;1.881249;1.723933;1.406445;0.927601;0.350365;0.018955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"793";"CO9";"Ara";"3";"m";"CO";"CO.Ara.3.FALSE.dry";"25";300;500;FALSE;"dry";"517";28510;116054;689596;234930;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045741;0.062662;0.072375;0.079405;0.085142;0.089249;0.092849;0.097323;0.103047;0.110636;0.119817;0.130414;0.141911;0.153793;0.165913;0.177723;0.189604;0.20131;0.213746;0.22754;0.243829;0.263931;0.288531;0.319231;0.355268;0.397893;0.445569;0.498609;0.556713;0.620197;0.692673;0.776378;0.88123;1.012251;1.183621;1.404075;1.683061;2.029152;2.434357;2.903076;3.398781;3.911893;4.394463;4.815822;5.136932;5.326556;5.365595;5.246901;4.973028;4.57194;4.064385;3.494689;2.903585;2.327093;1.81566;1.385717;1.07536;0.881197;0.806143;0.830942;0.93136;1.07327;1.224658;1.346604;1.413045;1.402786;1.308079;1.134984;0.913767;0.616171;0.358752
"794";"CO9";"Ara";"3";"m";"CO";"CO.Ara.3.FALSE.dry";"25";300;500;FALSE;"dry";"518";24865;114615;612798;222707;2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.049712;0.068537;0.079547;0.088212;0.095485;0.101169;0.106369;0.11251;0.119912;0.129251;0.14021;0.152682;0.166203;0.18035;0.195139;0.210036;0.225573;0.241302;0.258055;0.276077;0.296165;0.319256;0.345677;0.376917;0.412285;0.453387;0.499406;0.551545;0.610514;0.67747;0.756657;0.84989;0.966325;1.108535;1.288009;1.50974;1.779953;2.104445;2.47478;2.895322;3.335018;3.787991;4.214945;4.591751;4.885859;5.069886;5.125995;5.04399;4.822566;4.481163;4.034519;3.519251;2.971957;2.427416;1.936795;1.5207;1.220261;1.033797;0.962245;0.981533;1.061193;1.163895;1.25688;1.308828;1.301917;1.229336;1.093446;0.909461;0.70609;0.463651;0.265054
"795";"CO9";"Ara";"3";"m";"CO";"CO.Ara.3.FALSE.dry";"25";300;500;FALSE;"dry";"519";17736;92865;243644;115494;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.065003;0.08418;0.102275;0.113852;0.124066;0.132712;0.141031;0.150583;0.161736;0.175276;0.190674;0.207783;0.22599;0.244804;0.264367;0.284149;0.305067;0.32674;0.350439;0.376448;0.405583;0.438596;0.475118;0.516245;0.560226;0.60842;0.659653;0.715846;0.779081;0.852657;0.943909;1.057268;1.205281;1.390988;1.62687;1.914655;2.25603;2.650823;3.081607;3.546776;4.007734;4.456056;4.851952;5.174609;5.397926;5.503815;5.482431;5.334952;5.06456;4.695899;4.242137;3.734742;3.199627;2.657059;2.143097;1.66347;1.244369;0.898995;0.511365;0.022399;0;0;0;0;0;0;0;0;0;0;0
"796";"CO9";"Ara";"3";"m";"CO";"CO.Ara.3.FALSE.dry";"25";300;500;FALSE;"dry";"520";14863;86071;233586;110080;4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.071185;0.09243;0.1129;0.126349;0.138539;0.149153;0.159478;0.171216;0.184696;0.200823;0.218994;0.239095;0.260456;0.28252;0.305434;0.328529;0.352816;0.377791;0.404892;0.434474;0.467554;0.505087;0.546703;0.593589;0.643567;0.697854;0.754657;0.815597;0.882479;0.958625;1.051834;1.16731;1.318782;1.510314;1.75549;2.056237;2.413598;2.8258;3.272139;3.747389;4.208247;4.64212;5.00597;5.276839;5.428915;5.447798;5.327177;5.079438;4.713963;4.268545;3.763002;3.236323;2.715819;2.220407;1.777991;1.385403;1.063348;0.794478;0.582587;0.395432;0.06982;0;0;0;0;0;0;0;0;0;0
"797";"CO9";"Ara";"3";"m";"CO";"CO.Ara.3.FALSE.dry";"25";300;500;FALSE;"dry";"521";13449;83934;244328;111926;5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.074848;0.097368;0.119385;0.134131;0.147758;0.159869;0.171746;0.185151;0.200329;0.218212;0.238096;0.259863;0.282811;0.306398;0.330862;0.355585;0.381745;0.408867;0.438524;0.471038;0.507369;0.548326;0.593218;0.643016;0.695139;0.750637;0.807547;0.867603;0.932968;1.007623;1.100269;1.217043;1.372361;1.570171;1.823268;2.131322;2.492328;2.900754;3.332351;3.778412;4.195966;4.572586;4.870989;5.074421;5.165766;5.139314;4.995242;4.750605;4.415061;4.021808;3.584796;3.133123;2.685614;2.255025;1.863615;1.507731;1.205911;0.943963;0.725378;0.523099;0.226538;0.089143;0;0;0;0;0;0;0;0;0
"798";"CO9";"Ara";"3";"m";"CO";"CO.Ara.3.FALSE.dry";"25";300;500;FALSE;"dry";"522";12301;81471;284464;148803;6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.077937;0.101517;0.124808;0.140629;0.155466;0.168875;0.182162;0.197166;0.214078;0.23388;0.255779;0.279645;0.304715;0.330393;0.356928;0.383645;0.411813;0.440907;0.472584;0.507128;0.545502;0.588516;0.635434;0.687296;0.741465;0.799104;0.858225;0.920602;0.988351;1.065372;1.160315;1.279133;1.436164;1.635084;1.888408;2.195301;2.553119;2.955413;3.377019;3.807498;4.203113;4.549411;4.808876;4.964027;4.998599;4.909324;4.697877;4.386928;3.98747;3.538396;3.055223;2.570774;2.10634;1.677718;1.310184;1.005049;0.781063;0.629395;0.54799;0.520896;0.53273;0.565437;0.602667;0.628399;0.630903;0.603773;0.543954;0.456299;0.363748;0.22512;0.140944
"799";"CO9";"Ara";"3";"m";"CO";"CO.Ara.3.FALSE.dry";"25";300;500;FALSE;"dry";"523";10442;74008;229558;105285;7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008604;0.053787;0.086315;0.110911;0.137612;0.155828;0.172841;0.188392;0.203837;0.221147;0.240504;0.26302;0.287851;0.314933;0.343486;0.372895;0.403457;0.434333;0.466871;0.500306;0.536391;0.575342;0.618198;0.665862;0.717572;0.774546;0.833976;0.897234;0.962242;1.031032;1.105942;1.191129;1.295763;1.425788;1.596044;1.809531;2.078524;2.400748;2.771936;3.18354;3.607808;4.031748;4.410032;4.726743;4.945428;5.050219;5.028448;4.881913;4.616442;4.261851;3.83293;3.374164;2.903733;2.45529;2.047031;1.688953;1.394725;1.154798;0.971763;0.825592;0.705811;0.595115;0.468677;0.361526;0.214;0.006991;0;0;0;0;0;0;0
"800";"CO9";"Ara";"3";"m";"CO";"CO.Ara.3.FALSE.dry";"25";300;500;FALSE;"dry";"524";10152;75197;312475;144056;8;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008608;0.053877;0.086612;0.111479;0.13876;0.157612;0.175424;0.191853;0.208186;0.22637;0.24651;0.269724;0.29515;0.322775;0.351873;0.381899;0.41323;0.445045;0.478725;0.513407;0.550752;0.590773;0.634314;0.682068;0.733135;0.788676;0.846049;0.906827;0.969438;1.036409;1.110601;1.196483;1.303206;1.436016;1.60861;1.822135;2.086623;2.397358;2.747952;3.127978;3.509914;3.880352;4.198799;4.451587;4.609564;4.662175;4.602818;4.437672;4.17471;3.842899;3.45457;3.047659;2.635041;2.242777;1.883553;1.564448;1.298656;1.082454;0.926219;0.822283;0.767984;0.749911;0.753575;0.761901;0.758648;0.731296;0.67119;0.582544;0.469991;0.348846;0.254362;0.120725;0.048354
"801";"CO9";"Ara";"3";"m";"CO";"CO.Ara.3.FALSE.dry";"25";300;500;FALSE;"dry";"525";9729;74610;422283;172369;9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008734;0.054719;0.088083;0.113512;0.141617;0.161201;0.179838;0.197118;0.214303;0.233363;0.254367;0.278477;0.304824;0.333439;0.363617;0.394837;0.427521;0.460821;0.496158;0.532557;0.571637;0.613255;0.658129;0.706812;0.75827;0.8136;0.870209;0.929831;0.991275;1.05752;1.131926;1.21934;1.329102;1.466032;1.643104;1.859937;2.124839;2.431109;2.770831;3.132445;3.488897;3.827141;4.110337;4.326935;4.452667;4.480239;4.405802;4.236187;3.977827;3.655661;3.277482;2.876561;2.463163;2.063097;1.691642;1.35954;1.084396;0.866226;0.718824;0.637443;0.621137;0.658205;0.733878;0.827287;0.91875;0.984489;1.008943;0.98176;0.900601;0.772336;0.617496;0.415156;0.241584
"802";"CO9";"Ara";"3";"m";"CO";"CO.Ara.3.FALSE.dry";"25";300;500;FALSE;"dry";"526";8106;63863;210160;94352;10;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012163;0.059866;0.097566;0.133639;0.159451;0.184882;0.206236;0.226489;0.2469;0.269291;0.293926;0.322064;0.352702;0.385894;0.420826;0.456896;0.494578;0.53289;0.573463;0.615185;0.659922;0.707521;0.758806;0.814398;0.873101;0.936148;1.000566;1.068288;1.137909;1.212766;1.296649;1.395048;1.5185;1.672389;1.871148;2.114061;2.409929;2.750447;3.125685;3.52126;3.905563;4.261714;4.547814;4.748765;4.838125;4.808327;4.658468;4.402222;4.053113;3.64994;3.208668;2.773276;2.357249;1.985791;1.667125;1.401638;1.191067;1.020246;0.883763;0.764811;0.652569;0.530879;0.417678;0.247269;0.125907;0.008562;0;0;0;0;0;0;0
"803";"CO9";"Ara";"3";"m";"CO";"CO.Ara.3.FALSE.dry";"25";300;500;FALSE;"dry";"527";7694;61984;227098;99240;11;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012506;0.061562;0.100407;0.137674;0.164489;0.191021;0.21345;0.234821;0.25639;0.280019;0.305931;0.335428;0.367457;0.402102;0.438555;0.476239;0.515704;0.555955;0.598711;0.642755;0.689952;0.739996;0.793605;0.851279;0.911682;0.976037;1.041346;1.1097;1.179921;1.255706;1.341238;1.442352;1.569892;1.72903;1.933883;2.182525;2.482348;2.82289;3.192084;3.573376;3.934129;4.25631;4.500522;4.652778;4.691607;4.613169;4.42116;4.133232;3.76521;3.357741;2.92684;2.515565;2.136634;1.813053;1.550291;1.345813;1.195858;1.082789;0.995683;0.915347;0.830398;0.729297;0.600689;0.46751;0.303072;0.124478;0.03081;0;0;0;0;0;0
"804";"CO9";"Ara";"3";"m";"CO";"CO.Ara.3.FALSE.dry";"25";300;500;FALSE;"dry";"528";7174;59121;201799;87065;12;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013063;0.064311;0.104991;0.144137;0.172484;0.200647;0.224609;0.247513;0.27062;0.295853;0.323401;0.354642;0.388493;0.425109;0.463719;0.503789;0.545952;0.589119;0.635048;0.682285;0.732656;0.785666;0.841955;0.901976;0.964352;1.030414;1.0972;1.167028;1.238919;1.316888;1.405403;1.510502;1.643214;1.808391;2.019873;2.274659;2.579116;2.921225;3.287508;3.660025;4.005574;4.305631;4.522951;4.645222;4.655628;4.554762;4.351346;4.066742;3.718976;3.346713;2.962384;2.599877;2.263533;1.965453;1.703792;1.4715;1.26751;1.080788;0.902587;0.714674;0.532763;0.369662;0.123282;0.031894;0;0;0;0;0;0;0;0;0
"805";"CO9";"Ara";"3";"m";"CO";"CO.Ara.3.TRUE.dry";"25";300;500;TRUE;"dry";"529";4400;42740;167923;75155;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.049098;0.079119;0.09825;0.127028;0.1567;0.188952;0.225063;0.263946;0.306143;0.351638;0.399388;0.450291;0.501939;0.555506;0.608805;0.662531;0.716214;0.769913;0.825071;0.880707;0.939324;0.999075;1.062111;1.127575;1.196077;1.268091;1.342149;1.420308;1.499771;1.584096;1.672672;1.770095;1.880277;2.007544;2.160266;2.33826;2.550037;2.786262;3.046628;3.314457;3.574016;3.807175;3.989163;4.105848;4.139514;4.084925;3.942852;3.720532;3.431751;3.097339;2.729698;2.360315;1.994952;1.662958;1.369049;1.128706;0.94486;0.81508;0.73465;0.689078;0.664703;0.643039;0.609599;0.552723;0.455208;0.356235;0.207914;0.006743;0;0;0;0;0;0;0
"806";"CO9";"Ara";"3";"m";"CO";"CO.Ara.3.TRUE.dry";"25";300;500;TRUE;"dry";"530";3049;29125;155251;61228;2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.064899;0.095444;0.134027;0.170197;0.213897;0.261135;0.313534;0.370531;0.432313;0.498956;0.568875;0.643315;0.718693;0.796601;0.873645;0.950506;1.026036;1.099765;1.173034;1.244076;1.315735;1.385668;1.456698;1.528458;1.602587;1.680768;1.762616;1.851433;1.944533;2.045791;2.152934;2.268474;2.392713;2.525452;2.669355;2.818503;2.974044;3.123374;3.260821;3.37168;3.444685;3.469031;3.437509;3.345844;3.201032;3.006884;2.780979;2.535924;2.287614;2.050971;1.830871;1.639091;1.470356;1.329493;1.20922;1.107481;1.01841;0.93571;0.856141;0.773049;0.686234;0.591762;0.488133;0.368499;0.261405;0.092559;0;0;0;0;0;0;0;0;0
